className,description,file,line,method,priority,rule,ruleset,variable
DataFormat,"Package name contains upper case characters","streamconverter-core/src/main/java/com/streamConverter/api/DataFormat.java",1,,3,PackageCase,"Code Style",
DataFormat,"Parameter 'name' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/DataFormat.java",23,DataFormat,3,"MethodArgumentCouldBeFinal","Code Style",name
StreamBuilder,"Package name contains upper case characters","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",1,,3,PackageCase,"Code Style",
StreamBuilder,"This class has too many methods, consider refactoring it.","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",41,,3,TooManyMethods,Design,
StreamBuilder,"Avoid unused private fields such as 'built'.","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",45,,3,UnusedPrivateField,"Best Practices",built
StreamBuilder,"Avoid using redundant field initializer for 'built'","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",45,,3,"RedundantFieldInitializer",Performance,built
StreamBuilder,"Field format has the same name as a method","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",46,,3,"AvoidFieldNameMatchingMethodName","Error Prone",format
StreamBuilder,"Parameter 'input' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",70,fromString,3,"MethodArgumentCouldBeFinal","Code Style",input
StreamBuilder,"Parameter 'inputStream' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",82,fromStream,3,"MethodArgumentCouldBeFinal","Code Style",inputStream
StreamBuilder,"Parameter 'filePath' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",95,fromFile,3,"MethodArgumentCouldBeFinal","Code Style",filePath
StreamBuilder,"Parameter 'schemaPath' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",150,validateJson,3,"MethodArgumentCouldBeFinal","Code Style",schemaPath
StreamBuilder,"Parameter 'schemaPath' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",162,validateXml,3,"MethodArgumentCouldBeFinal","Code Style",schemaPath
StreamBuilder,"Consider using varargs for methods or constructors which take an array the last parameter.","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",174,validateCsv,4,UseVarargs,"Best Practices",requiredColumns
StreamBuilder,"Parameter 'requiredColumns' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",174,validateCsv,3,"MethodArgumentCouldBeFinal","Code Style",requiredColumns
StreamBuilder,"Parameter 'schemaPath' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",188,validate,3,"MethodArgumentCouldBeFinal","Code Style",schemaPath
StreamBuilder,"The switch block is exhaustive even without the default case","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",191,validate,3,"ExhaustiveSwitchHasDefault","Best Practices",
StreamBuilder,"Parameter 'path' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",218,extract,3,"MethodArgumentCouldBeFinal","Code Style",path
StreamBuilder,"The switch block is exhaustive even without the default case","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",221,extract,3,"ExhaustiveSwitchHasDefault","Best Practices",
StreamBuilder,"Parameter 'jsonPath' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",261,extractJson,3,"MethodArgumentCouldBeFinal","Code Style",jsonPath
StreamBuilder,"Parameter 'xpath' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",283,extractXml,3,"MethodArgumentCouldBeFinal","Code Style",xpath
StreamBuilder,"Parameter 'columnName' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",295,extractCsv,3,"MethodArgumentCouldBeFinal","Code Style",columnName
StreamBuilder,"Parameter 'fromEncoding' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",310,convertEncoding,3,"MethodArgumentCouldBeFinal","Code Style",fromEncoding
StreamBuilder,"Parameter 'toEncoding' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",310,convertEncoding,3,"MethodArgumentCouldBeFinal","Code Style",toEncoding
StreamBuilder,"Parameter 'commandName' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",323,process,3,"MethodArgumentCouldBeFinal","Code Style",commandName
StreamBuilder,"Parameter 'command' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",335,addCommand,3,"MethodArgumentCouldBeFinal","Code Style",command
StreamBuilder,"Parameter 'url' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",349,sendHttp,3,"MethodArgumentCouldBeFinal","Code Style",url
StreamBuilder,"Parameter 'url' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",361,sendHttpPost,3,"MethodArgumentCouldBeFinal","Code Style",url
StreamBuilder,"Parameter 'condition' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",376,when,3,"MethodArgumentCouldBeFinal","Code Style",condition
StreamBuilder,"Parameter 'configurer' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",376,when,3,"MethodArgumentCouldBeFinal","Code Style",configurer
StreamBuilder,"Parameter 'outputStream' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",406,toStream,3,"MethodArgumentCouldBeFinal","Code Style",outputStream
StreamBuilder,"Parameter 'filePath' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",418,toFile,3,"MethodArgumentCouldBeFinal","Code Style",filePath
StreamBuilder,"Local variable 'info' could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",447,getPipelineInfo,3,"LocalVariableCouldBeFinal","Code Style",info
StreamBuilder,"StringBuilder has been initialized with size 16, but has at least 42 characters appended.","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",447,getPipelineInfo,3,"InsufficientStringBufferDeclaration",Performance,info
StreamBuilder,"Local variable 'command' could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",450,getPipelineInfo,3,"LocalVariableCouldBeFinal","Code Style",command
StreamBuilder,"Local variable 'commandInfo' could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",451,getPipelineInfo,3,"LocalVariableCouldBeFinal","Code Style",commandInfo
StreamBuilder,"Avoid appending characters as strings in StringBuffer.append.","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",452,getPipelineInfo,3,AppendCharacterWithChar,Performance,
StreamBuilder,"Parameter 'command' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",463,formatCommandInfo,3,"MethodArgumentCouldBeFinal","Code Style",command
StreamBuilder,"Local variable 'className' could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",464,formatCommandInfo,3,"LocalVariableCouldBeFinal","Code Style",className
StreamBuilder,"Local variable 'commandString' could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",468,formatCommandInfo,3,"LocalVariableCouldBeFinal","Code Style",commandString
StreamBuilder,"Avoid variables with short names like id","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",470,formatCommandInfo,3,ShortVariable,"Code Style",id
StreamBuilder,"Local variable 'id' could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",470,formatCommandInfo,3,"LocalVariableCouldBeFinal","Code Style",id
StreamBuilder,"String.indexOf(char) is faster than String.indexOf(String).","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",471,formatCommandInfo,3,UseIndexOfChar,Performance,
StreamBuilder,"A method should have only one exit point, and that should be the last statement in the method","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",472,formatCommandInfo,3,OnlyOneReturn,"Code Style",
StreamBuilder,"Parameter 'outputStream' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",501,execute,3,"MethodArgumentCouldBeFinal","Code Style",outputStream
StreamBuilder,"Local variable 'converter' could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",509,execute,3,"LocalVariableCouldBeFinal","Code Style",converter
Streams,"Package name contains upper case characters","streamconverter-core/src/main/java/com/streamConverter/api/Streams.java",1,,3,PackageCase,"Code Style",
Streams,"Parameter 'jsonString' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/Streams.java",48,json,3,"MethodArgumentCouldBeFinal","Code Style",jsonString
Streams,"Parameter 'csvString' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/Streams.java",58,csv,3,"MethodArgumentCouldBeFinal","Code Style",csvString
Streams,"Parameter 'xmlString' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/Streams.java",68,xml,3,"MethodArgumentCouldBeFinal","Code Style",xmlString
Streams,"Parameter 'content' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/Streams.java",78,from,3,"MethodArgumentCouldBeFinal","Code Style",content
Streams,"Parameter 'inputStream' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/api/Streams.java",88,from,3,"MethodArgumentCouldBeFinal","Code Style",inputStream
LargeDataGenerator,"Package name contains upper case characters","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",1,,3,PackageCase,"Code Style",
LargeDataGenerator,"This utility class has a non-private constructor","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",16,,3,UseUtilityClass,Design,
LargeDataGenerator,"Parameter 'targetSizeBytes' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",39,generateLargeXmlFile,3,"MethodArgumentCouldBeFinal","Code Style",targetSizeBytes
LargeDataGenerator,"Local variable 'tempFile' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",40,generateLargeXmlFile,3,"LocalVariableCouldBeFinal","Code Style",tempFile
LargeDataGenerator,"Local variable 'random' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",41,generateLargeXmlFile,3,"LocalVariableCouldBeFinal","Code Style",random
LargeDataGenerator,"Local variable 'record' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",51,generateLargeXmlFile,3,"LocalVariableCouldBeFinal","Code Style",record
LargeDataGenerator,"The String literal ""UTF-8"" appears 5 times in this file; the first occurrence is on line 53","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",53,generateLargeXmlFile,3,AvoidDuplicateLiterals,"Error Prone",
LargeDataGenerator,"Number 100000 should separate every third digit with an underscore","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",56,generateLargeXmlFile,3,"UseUnderscoresInNumericLiterals","Code Style",
LargeDataGenerator,"Usage of System.out/err","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",57,generateLargeXmlFile,2,SystemPrintln,"Best Practices",
LargeDataGenerator,"Parameter 'targetSizeBytes' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",75,generateLargeJsonFile,3,"MethodArgumentCouldBeFinal","Code Style",targetSizeBytes
LargeDataGenerator,"Local variable 'tempFile' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",76,generateLargeJsonFile,3,"LocalVariableCouldBeFinal","Code Style",tempFile
LargeDataGenerator,"Local variable 'random' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",77,generateLargeJsonFile,3,"LocalVariableCouldBeFinal","Code Style",random
LargeDataGenerator,"Local variable 'record' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",91,generateLargeJsonFile,3,"LocalVariableCouldBeFinal","Code Style",record
LargeDataGenerator,"Number 100000 should separate every third digit with an underscore","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",95,generateLargeJsonFile,3,"UseUnderscoresInNumericLiterals","Code Style",
LargeDataGenerator,"Usage of System.out/err","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",96,generateLargeJsonFile,2,SystemPrintln,"Best Practices",
LargeDataGenerator,"Parameter 'targetSizeBytes' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",114,generateLargeCsvFile,3,"MethodArgumentCouldBeFinal","Code Style",targetSizeBytes
LargeDataGenerator,"Local variable 'tempFile' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",115,generateLargeCsvFile,3,"LocalVariableCouldBeFinal","Code Style",tempFile
LargeDataGenerator,"Local variable 'random' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",116,generateLargeCsvFile,3,"LocalVariableCouldBeFinal","Code Style",random
LargeDataGenerator,"Local variable 'header' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",120,generateLargeCsvFile,3,"LocalVariableCouldBeFinal","Code Style",header
LargeDataGenerator,"Local variable 'record' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",127,generateLargeCsvFile,3,"LocalVariableCouldBeFinal","Code Style",record
LargeDataGenerator,"Number 100000 should separate every third digit with an underscore","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",131,generateLargeCsvFile,3,"UseUnderscoresInNumericLiterals","Code Style",
LargeDataGenerator,"Usage of System.out/err","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",132,generateLargeCsvFile,2,SystemPrintln,"Best Practices",
LargeDataGenerator,"Avoid variables with short names like id","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",142,generateXmlRecord,3,ShortVariable,"Code Style",id
LargeDataGenerator,"Parameter 'id' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",142,generateXmlRecord,3,"MethodArgumentCouldBeFinal","Code Style",id
LargeDataGenerator,"Parameter 'random' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",142,generateXmlRecord,3,"MethodArgumentCouldBeFinal","Code Style",random
LargeDataGenerator,"Local variable 'name' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",143,generateXmlRecord,3,"LocalVariableCouldBeFinal","Code Style",name
LargeDataGenerator,"Local variable 'city' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",144,generateXmlRecord,3,"LocalVariableCouldBeFinal","Code Style",city
LargeDataGenerator,"Local variable 'product' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",145,generateXmlRecord,3,"LocalVariableCouldBeFinal","Code Style",product
LargeDataGenerator,"Local variable 'quantity' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",146,generateXmlRecord,3,"LocalVariableCouldBeFinal","Code Style",quantity
LargeDataGenerator,"Local variable 'price' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",147,generateXmlRecord,3,"LocalVariableCouldBeFinal","Code Style",price
LargeDataGenerator,"Number 10000 should separate every third digit with an underscore","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",147,generateXmlRecord,3,"UseUnderscoresInNumericLiterals","Code Style",
LargeDataGenerator,"Avoid variables with short names like id","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",172,generateJsonRecord,3,ShortVariable,"Code Style",id
LargeDataGenerator,"Parameter 'id' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",172,generateJsonRecord,3,"MethodArgumentCouldBeFinal","Code Style",id
LargeDataGenerator,"Parameter 'random' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",172,generateJsonRecord,3,"MethodArgumentCouldBeFinal","Code Style",random
LargeDataGenerator,"Local variable 'name' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",173,generateJsonRecord,3,"LocalVariableCouldBeFinal","Code Style",name
LargeDataGenerator,"Local variable 'city' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",174,generateJsonRecord,3,"LocalVariableCouldBeFinal","Code Style",city
LargeDataGenerator,"Local variable 'product' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",175,generateJsonRecord,3,"LocalVariableCouldBeFinal","Code Style",product
LargeDataGenerator,"Local variable 'quantity' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",176,generateJsonRecord,3,"LocalVariableCouldBeFinal","Code Style",quantity
LargeDataGenerator,"Local variable 'price' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",177,generateJsonRecord,3,"LocalVariableCouldBeFinal","Code Style",price
LargeDataGenerator,"Number 10000 should separate every third digit with an underscore","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",177,generateJsonRecord,3,"UseUnderscoresInNumericLiterals","Code Style",
LargeDataGenerator,"Avoid variables with short names like id","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",203,generateCsvRecord,3,ShortVariable,"Code Style",id
LargeDataGenerator,"Parameter 'id' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",203,generateCsvRecord,3,"MethodArgumentCouldBeFinal","Code Style",id
LargeDataGenerator,"Parameter 'random' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",203,generateCsvRecord,3,"MethodArgumentCouldBeFinal","Code Style",random
LargeDataGenerator,"Local variable 'name' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",204,generateCsvRecord,3,"LocalVariableCouldBeFinal","Code Style",name
LargeDataGenerator,"Local variable 'city' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",205,generateCsvRecord,3,"LocalVariableCouldBeFinal","Code Style",city
LargeDataGenerator,"Local variable 'product' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",206,generateCsvRecord,3,"LocalVariableCouldBeFinal","Code Style",product
LargeDataGenerator,"Local variable 'quantity' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",207,generateCsvRecord,3,"LocalVariableCouldBeFinal","Code Style",quantity
LargeDataGenerator,"Local variable 'price' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",208,generateCsvRecord,3,"LocalVariableCouldBeFinal","Code Style",price
LargeDataGenerator,"Number 10000 should separate every third digit with an underscore","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",208,generateCsvRecord,3,"UseUnderscoresInNumericLiterals","Code Style",
LargeDataGenerator,"Parameter 'product' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",216,generateDescription,3,"MethodArgumentCouldBeFinal","Code Style",product
LargeDataGenerator,"Parameter 'random' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",216,generateDescription,3,"MethodArgumentCouldBeFinal","Code Style",random
LargeDataGenerator,"Local variable 'adjectives' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",217,generateDescription,3,"LocalVariableCouldBeFinal","Code Style",adjectives
LargeDataGenerator,"Local variable 'features' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",218,generateDescription,3,"LocalVariableCouldBeFinal","Code Style",features
LargeDataGenerator,"Local variable 'adj' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",220,generateDescription,3,"LocalVariableCouldBeFinal","Code Style",adj
LargeDataGenerator,"Local variable 'feature' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",221,generateDescription,3,"LocalVariableCouldBeFinal","Code Style",feature
LargeDataGenerator,"Parameter 'text' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",227,escapeXml,3,"MethodArgumentCouldBeFinal","Code Style",text
LargeDataGenerator,"Parameter 'format' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",242,createLargeDataStream,3,"MethodArgumentCouldBeFinal","Code Style",format
LargeDataGenerator,"Parameter 'targetSizeBytes' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",242,createLargeDataStream,3,"MethodArgumentCouldBeFinal","Code Style",targetSizeBytes
LargeDataInputStream,"Avoid using redundant field initializer for 'bytesGenerated'","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",250,,3,"RedundantFieldInitializer",Performance,bytesGenerated
LargeDataInputStream,"Avoid using redundant field initializer for 'bufferPosition'","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",252,,3,"RedundantFieldInitializer",Performance,bufferPosition
LargeDataInputStream,"Avoid using redundant field initializer for 'recordCount'","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",253,,3,"RedundantFieldInitializer",Performance,recordCount
LargeDataInputStream,"Avoid using redundant field initializer for 'headerWritten'","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",254,,3,"RedundantFieldInitializer",Performance,headerWritten
LargeDataInputStream,"Avoid using redundant field initializer for 'footerWritten'","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",255,,3,"RedundantFieldInitializer",Performance,footerWritten
LargeDataInputStream,"Avoid excessively long variable names like isDocumentComplete","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",256,,3,LongVariable,"Code Style",isDocumentComplete
LargeDataInputStream,"Avoid using redundant field initializer for 'isDocumentComplete'","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",256,,3,"RedundantFieldInitializer",Performance,isDocumentComplete
LargeDataInputStream,"It is a good practice to call super() in a constructor","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",259,LargeDataInputStream,3,CallSuperInConstructor,"Code Style",
LargeDataInputStream,"Parameter 'format' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",259,LargeDataInputStream,3,"MethodArgumentCouldBeFinal","Code Style",format
LargeDataInputStream,"Parameter 'totalSize' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",259,LargeDataInputStream,3,"MethodArgumentCouldBeFinal","Code Style",totalSize
LargeDataInputStream,"When doing a String.toLowerCase()/toUpperCase() call, use a Locale","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",260,LargeDataInputStream,3,"UseLocaleWithCaseConversions","Error Prone",
LargeDataInputStream,"A method should have only one exit point, and that should be the last statement in the method","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",269,read,3,OnlyOneReturn,"Code Style",
LargeDataInputStream,"Avoid variables with short names like b","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",278,read,3,ShortVariable,"Code Style",b
LargeDataInputStream,"Parameter 'b' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",278,read,3,"MethodArgumentCouldBeFinal","Code Style",b
LargeDataInputStream,"Parameter 'off' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",278,read,3,"MethodArgumentCouldBeFinal","Code Style",off
LargeDataInputStream,"Parameter 'len' is not assigned and could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",278,read,3,"MethodArgumentCouldBeFinal","Code Style",len
LargeDataInputStream,"A method should have only one exit point, and that should be the last statement in the method","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",280,read,3,OnlyOneReturn,"Code Style",
LargeDataInputStream,"This statement should have braces","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",287,read,3,ControlStatementBraces,"Code Style",
LargeDataInputStream,"Local variable 'available' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",291,read,3,"LocalVariableCouldBeFinal","Code Style",available
LargeDataInputStream,"Local variable 'toRead' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",292,read,3,"LocalVariableCouldBeFinal","Code Style",toRead
LargeDataInputStream,"The method 'generateNextChunk()' has a NCSS line count of 68.","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",302,generateNextChunk,3,NcssCount,Design,
LargeDataInputStream,"The method 'generateNextChunk()' has a cognitive complexity of 30, current threshold is 15","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",302,generateNextChunk,3,CognitiveComplexity,Design,
LargeDataInputStream,"The method 'generateNextChunk()' has a cyclomatic complexity of 23.","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",302,generateNextChunk,3,CyclomaticComplexity,Design,
LargeDataInputStream,"The method 'generateNextChunk()' has an NPath complexity of 2061, current threshold is 200","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",302,generateNextChunk,3,NPathComplexity,Design,
LargeDataInputStream,"Local variable 'chunk' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",308,generateNextChunk,3,"LocalVariableCouldBeFinal","Code Style",chunk
LargeDataInputStream,"StringBuilder has been initialized with size 16, but has at least 127 characters appended.","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",308,generateNextChunk,3,"InsufficientStringBufferDeclaration",Performance,chunk
LargeDataInputStream,"Local variable 'footerSize' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",311,generateNextChunk,3,"LocalVariableCouldBeFinal","Code Style",footerSize
LargeDataInputStream,"Local variable 'remainingBytes' could be declared final","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",312,generateNextChunk,3,"LocalVariableCouldBeFinal","Code Style",remainingBytes
LargeDataInputStream,"Switch statements or expressions should be exhaustive, add a default case (or missing enum branches)","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",316,generateNextChunk,3,NonExhaustiveSwitch,"Best Practices",
LargeDataInputStream,"The String literal ""XML"" appears 4 times in this file; the first occurrence is on line 317","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",317,generateNextChunk,3,AvoidDuplicateLiterals,"Error Prone",
LargeDataInputStream,"The String literal ""JSON"" appears 5 times in this file; the first occurrence is on line 320","streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",320,generateNextChunk,3,AvoidDuplicateLiterals,"Error Prone",
